Condition	Gene1	Gene2	PCC_all	PCC_L1out	dPCC	Pval
RHOA_GOF	CCDC14	HSD17B14	0.249	0.122	0.127	0.000
RHOA_GOF	CCDC14	MTF2	0.278	0.153	0.125	0.001
RHOA_GOF	CCDC14	OSGIN2	0.257	0.108	0.148	0.000
RHOA_GOF	CCDC150	TNFSF11	0.265	0.130	0.136	0.001
RHOA_GOF	CCDC3	MUC17	0.252	0.131	0.121	0.001
RHOA_GOF	CEP104	MEGF6	0.280	0.172	0.108	0.000
RHOA_GOF	CEP104	TMEM132A	0.255	0.153	0.101	0.000
RHOA_GOF	CLDN22	OR8B3	0.267	0.374	-0.107	0.000
RHOA_GOF	CLHC1	SLC18B1	0.259	0.152	0.106	0.000
RHOA_GOF	DEFB127	NFKBID	0.253	0.151	0.101	0.001
RHOA_GOF	EHD4	FUT5	0.265	0.135	0.130	0.001
RHOA_GOF	FBXW12	LMNTD2	0.259	0.153	0.105	0.001
RHOA_GOF	FGF14	MCF2L2	0.279	0.108	0.170	0.000
RHOA_GOF	FHL3	SPINK9	0.291	0.176	0.115	0.000
RHOA_GOF	FSCN1	HID1	0.257	0.143	0.114	0.001
RHOA_GOF	FUT5	MAMDC4	0.250	0.110	0.140	0.000
RHOA_GOF	GATD1	SMIM29	0.256	0.153	0.103	0.000
RHOA_GOF	GOLIM4	TBXA2R	0.254	0.050	0.204	0.000
RHOA_GOF	GPR35	GSDMB	0.248	0.139	0.109	0.000
RHOA_GOF	HID1	SNX33	0.257	0.138	0.119	0.000
RHOA_GOF	HSD17B14	IGIP	0.255	0.147	0.108	0.001
RHOA_GOF	INTU	MAGEC3	0.252	0.136	0.115	0.000
RHOA_GOF	INTU	SENP5	0.257	0.148	0.109	0.001
RHOA_GOF	INTU	VGF	0.267	0.150	0.118	0.000
RHOA_GOF	LMNB2	TTYH2	0.278	0.140	0.138	0.001
RHOA_GOF	LTK	TNFSF11	0.248	0.108	0.140	0.000
RHOA_GOF	MAMDC4	STAG3	0.306	0.188	0.118	0.001
RHOA_GOF	MIEF1	STAG3	0.276	0.151	0.125	0.000
RHOA_GOF	MS4A13	SLC22A3	0.251	0.124	0.127	0.000
RHOA_GOF	OSGIN2	SPINK9	0.332	0.221	0.111	0.000
RHOA_GOF	PLAAT2	SPINK9	0.254	0.134	0.120	0.000
RHOA_GOF	PSTPIP1	ZNF444	0.273	0.158	0.115	0.000
RHOA_GOF	RGCC	SLC18B1	0.263	0.149	0.114	0.001
RHOA_GOF	SPINK9	ZSWIM1	0.260	0.155	0.105	0.000
RHOA_GOF	TAAR1	ZNF623	0.275	0.175	0.101	0.000
RHOA_GOF	TBXA2R	TMEM151A	0.299	0.186	0.113	0.000
RHOA_GOF	TNFSF11	ZNF845	0.291	0.177	0.113	0.000
RHOA_GOF	VPS13A	ZNF597	0.274	0.129	0.145	0.001
ROBO2_LOF	BCR	QRFP	0.325	0.189	0.136	0.001
RYR2_LOF	ADTRP	TMEM170B	0.354	0.111	0.243	0.001
RYR2_LOF	AIF1L	AK9	0.263	0.162	0.101	0.001
RYR2_LOF	AK9	KISS1R	0.251	0.145	0.106	0.000
RYR2_LOF	AK9	NHLRC1	0.257	0.136	0.121	0.000
RYR2_LOF	BATF3	IKZF1	0.352	0.222	0.129	0.001
RYR2_LOF	BTN3A3	PLXND1	0.250	0.148	0.102	0.000
RYR2_LOF	C17orf80	PANK2	0.281	0.180	0.101	0.000
RYR2_LOF	IGFBP3	VWA5B2	0.260	0.158	0.101	0.000
RYR2_LOF	IKZF1	STAT3	0.254	0.124	0.130	0.001
RYR2_LOF	NHLRC1	RYR2	0.259	0.147	0.112	0.000
SCLC	C11orf53	POU2F3	0.330	0.028	0.302	0.000
SLC22A16_LOF	ACSL4	TMEM189	0.370	0.263	0.106	0.000
SLC22A16_LOF	GAB2	STAT5B	0.361	0.256	0.105	0.000
SLC22A16_LOF	GFI1	MYB	0.355	0.255	0.100	0.000
SLC22A16_LOF	GFI1	WSB1	0.256	0.149	0.107	0.000
SLC22A16_LOF	IRF8	STAT5B	0.262	0.148	0.113	0.000
SLC22A16_LOF	MYB	TMEM164	0.284	0.181	0.103	0.000
SLC22A16_LOF	MYB	TMEM189	0.430	0.319	0.111	0.000
SLC22A16_LOF	MYB	UROS	0.250	0.127	0.123	0.000
SLC22A16_LOF	MYB	WSB1	0.344	0.241	0.103	0.000
SLC22A16_LOF	TMEM164	TMEM189	0.431	0.317	0.114	0.000
SLC22A16_LOF	TMEM189	UROS	0.258	0.136	0.122	0.000
SLC22A16_LOF	TMEM189	WSB1	0.255	0.147	0.109	0.000
SLC28A2_LOF	ABCA10	GOLIM4	0.275	0.155	0.120	0.000
SLC28A2_LOF	ADGRG3	CFAP161	0.252	0.095	0.157	0.001
SLC28A2_LOF	ADGRG3	MYOM3	0.250	0.115	0.135	0.000
SLC28A2_LOF	AKNAD1	EHD1	0.290	0.141	0.149	0.000
SLC28A2_LOF	AKNAD1	LMNB2	0.259	0.083	0.176	0.000
SLC28A2_LOF	ANO8	INTU	0.253	0.151	0.102	0.000
SLC28A2_LOF	ANO8	ZNF597	0.249	0.111	0.138	0.000
SLC28A2_LOF	ARFGEF3	NICN1	0.253	0.124	0.129	0.000
SLC28A2_LOF	ARL16	NICN1	0.329	0.228	0.100	0.000
SLC28A2_LOF	ARSF	SRMS	0.252	0.113	0.139	0.001
SLC28A2_LOF	ATP11A	CDON	0.268	0.137	0.131	0.001
SLC28A2_LOF	ATP11A	OR2K2	0.298	0.166	0.132	0.001
SLC28A2_LOF	ATP11A	ZDHHC1	0.279	0.167	0.112	0.000
SLC28A2_LOF	B3GALT2	TM4SF20	0.276	0.124	0.152	0.000
SLC28A2_LOF	B3GALT2	VPS13A	0.262	0.140	0.122	0.000
SLC28A2_LOF	BOC	MYOM3	0.268	0.155	0.113	0.001
SLC28A2_LOF	CCDC87	NFKBID	0.250	0.139	0.111	0.000
SLC28A2_LOF	CDON	NFKBID	0.279	0.158	0.120	0.001
SLC28A2_LOF	CDON	PLAAT2	0.250	0.090	0.160	0.001
SLC28A2_LOF	CDON	RFX3	0.264	0.157	0.107	0.000
SLC28A2_LOF	CDON	SERPING1	0.289	0.186	0.104	0.000
SLC28A2_LOF	CDON	SPINK9	0.253	0.147	0.106	0.001
SLC28A2_LOF	CDON	TM4SF20	0.310	0.163	0.147	0.000
SLC28A2_LOF	CDON	TMEM151A	0.252	0.143	0.109	0.000
SLC28A2_LOF	CDON	VGF	0.248	0.117	0.131	0.000
SLC28A2_LOF	CFAP161	EHD1	0.252	0.076	0.177	0.001
SLC28A2_LOF	CFAP161	NFKBID	0.252	0.093	0.159	0.000
SLC28A2_LOF	CFAP161	ST3GAL4	0.267	0.039	0.227	0.000
SLC28A2_LOF	CFAP161	ZNF597	0.297	0.094	0.203	0.000
SLC28A2_LOF	CISH	MYOM3	0.270	0.152	0.118	0.000
SLC28A2_LOF	CYP4B1	PSTPIP1	0.274	0.137	0.137	0.000
SLC28A2_LOF	CYP7B1	NICN1	0.278	0.144	0.134	0.001
SLC28A2_LOF	CYP7B1	PCYOX1	0.249	0.149	0.100	0.000
SLC28A2_LOF	CYP7B1	TBXA2R	0.286	0.153	0.134	0.000
SLC28A2_LOF	DAPL1	PCDHB4	0.268	0.145	0.123	0.000
SLC28A2_LOF	DAPL1	SLC4A4	0.277	0.163	0.113	0.001
SLC28A2_LOF	EEA1	LMNB2	0.250	0.097	0.153	0.000
SLC28A2_LOF	EHD1	FHL3	0.262	0.158	0.105	0.000
SLC28A2_LOF	EHD1	KIAA0586	0.277	0.157	0.120	0.000
SLC28A2_LOF	EHD1	NFKBID	0.315	0.196	0.119	0.001
SLC28A2_LOF	EHD1	ZNF597	0.250	0.086	0.164	0.001
SLC28A2_LOF	EIF4A2	VGF	0.270	0.165	0.105	0.000
SLC28A2_LOF	FAM135B	FBXW12	0.294	0.193	0.101	0.000
SLC28A2_LOF	FAM135B	GOLIM4	0.265	0.129	0.136	0.000
SLC28A2_LOF	FBXW12	ZNF597	0.268	0.111	0.156	0.000
SLC28A2_LOF	GOLGA5	ZNF597	0.298	0.162	0.136	0.000
SLC28A2_LOF	GOLIM4	LMNB2	0.258	0.046	0.212	0.000
SLC28A2_LOF	GOLIM4	MAT2B	0.316	0.155	0.160	0.000
SLC28A2_LOF	GOLIM4	SPINK1	0.269	0.142	0.127	0.001
SLC28A2_LOF	GOLIM4	TBXA2R	0.254	0.057	0.197	0.000
SLC28A2_LOF	GOLPH3L	TBXA2R	0.255	0.150	0.105	0.000
SLC28A2_LOF	INTU	MAGEC3	0.252	0.146	0.106	0.001
SLC28A2_LOF	INTU	VGF	0.267	0.156	0.112	0.001
SLC28A2_LOF	KIAA0586	MAT2B	0.273	0.162	0.111	0.001
SLC28A2_LOF	KIAA0586	NFKBID	0.294	0.190	0.104	0.000
SLC28A2_LOF	LCTL	NFKBID	0.272	0.159	0.113	0.000
SLC28A2_LOF	LMNB2	ST3GAL4	0.266	0.061	0.204	0.001
SLC28A2_LOF	LMNB2	TTYH2	0.278	0.137	0.141	0.000
SLC28A2_LOF	LMNB2	ZNF597	0.283	0.095	0.187	0.000
SLC28A2_LOF	MAT2B	TMEM151A	0.262	0.156	0.106	0.000
SLC28A2_LOF	MAT2B	USP13	0.292	0.192	0.100	0.001
SLC28A2_LOF	MS4A13	SLC22A3	0.251	0.135	0.116	0.001
SLC28A2_LOF	MTERF2	ZNF597	0.269	0.169	0.100	0.000
SLC28A2_LOF	NFKBID	PLAAT2	0.269	0.134	0.136	0.000
SLC28A2_LOF	NICN1	PWWP3A	0.258	0.131	0.127	0.000
SLC28A2_LOF	OTOS	TMTC1	0.266	0.158	0.108	0.000
SLC28A2_LOF	PLAAT2	RNF34	0.289	0.165	0.124	0.000
SLC28A2_LOF	PLAAT2	SPINK9	0.254	0.139	0.115	0.001
SLC28A2_LOF	PLAAT2	TM4SF20	0.256	0.087	0.169	0.000
SLC28A2_LOF	PLAAT2	ZNF597	0.281	0.105	0.176	0.001
SLC28A2_LOF	PSTPIP1	SLC22A3	0.252	0.078	0.173	0.000
SLC28A2_LOF	PSTPIP1	TMTC1	0.269	0.121	0.148	0.001
SLC28A2_LOF	PSTPIP1	ZNF444	0.273	0.165	0.107	0.001
SLC28A2_LOF	RABL2A	TM4SF20	0.264	0.154	0.110	0.000
SLC28A2_LOF	RNF34	TSLP	0.249	0.142	0.106	0.001
SLC28A2_LOF	SLC22A3	SRMS	0.273	0.121	0.151	0.001
SLC28A2_LOF	SLC4A4	TMEM106C	0.263	0.129	0.134	0.000
SLC28A2_LOF	ST3GAL4	TMEM106C	0.256	0.070	0.185	0.000
SLC28A2_LOF	TBXA2R	TMEM151A	0.299	0.193	0.106	0.000
SLC28A2_LOF	TBXA2R	ZNF597	0.253	0.077	0.176	0.001
SLC28A2_LOF	TM4SF20	VSIG1	0.250	0.094	0.156	0.001
SLC28A2_LOF	TM4SF20	ZNF268	0.265	0.136	0.129	0.000
SLC29A3_LOF	NFKB1	PRDM1	0.299	0.182	0.118	0.000
SMAD4_LOF	LMNTD1	TNPO2	0.251	0.021	0.229	0.001
SPAG17_LOF	CASP14	MPL	0.291	0.184	0.107	0.000
SPAG17_LOF	GFI1B	MPL	0.351	0.162	0.189	0.000
SPAG17_LOF	MPL	TMEM125	0.141	0.257	-0.116	0.000
SPTBN5_LOF	PARP12	QRFPR	0.266	0.118	0.148	0.000
STAB2_LOF	MFSD1	ZNF69	0.275	0.174	0.101	0.000
STAB2_LOF	NEU1	SWSAP1	0.250	0.144	0.106	0.001
STAB2_LOF	NPTXR	SWSAP1	0.252	0.142	0.110	0.000
STAG2_LOF	BATF3	STAT3	0.302	0.192	0.110	0.000
STAG2_LOF	GPR174	TENT5D	0.263	0.148	0.116	0.000
STAT6_LOF	CCDC107	GALNT12	0.303	0.197	0.106	0.000
STAT6_LOF	CCDC107	PNKD	0.309	0.206	0.103	0.000
STAT6_LOF	GALNT12	H2AW	0.256	0.155	0.101	0.000
STAT6_LOF	GALNT12	PNKD	0.261	0.142	0.119	0.000
STAT6_LOF	GALNT12	XKR7	0.270	0.163	0.107	0.000
STAT6_LOF	PNKD	XKR7	0.286	0.181	0.105	0.000
SYNE1_LOF	AMIGO3	TAFA5	0.254	0.148	0.106	0.001
Suspension	ACSL4	ADIPOR2	0.380	0.201	0.179	0.000
Suspension	ACSL4	ALAD	0.290	0.172	0.117	0.000
Suspension	ACSL4	ALAS1	0.253	0.114	0.139	0.000
Suspension	ACSL4	ATP1B3	0.252	0.135	0.117	0.000
Suspension	ACSL4	FAR1	0.281	0.162	0.118	0.000
Suspension	ACSL4	GCLC	0.295	0.160	0.134	0.000
Suspension	ACSL4	MEF2C	0.280	0.098	0.181	0.000
Suspension	ACSL4	PPCDC	0.286	0.173	0.113	0.000
Suspension	ACSL4	SIK3	0.282	0.172	0.110	0.000
Suspension	ACSL4	TMEM164	0.396	0.294	0.102	0.000
Suspension	ACSL4	TMEM189	0.370	0.201	0.169	0.000
Suspension	ADIPOR2	ALAS1	0.272	0.140	0.132	0.000
Suspension	ADIPOR2	GCLC	0.322	0.193	0.128	0.000
Suspension	ADIPOR2	NAMPT	0.274	0.154	0.121	0.000
Suspension	ADIPOR2	NMNAT1	0.273	0.164	0.109	0.000
Suspension	AHCY	GSS	0.266	0.161	0.105	0.000
Suspension	AK2	IKZF1	0.395	0.295	0.100	0.000
Suspension	ALAD	FLT3	0.253	0.127	0.125	0.001
Suspension	ALAD	GSS	0.376	0.249	0.128	0.000
Suspension	ALAD	IKZF1	0.313	0.210	0.103	0.000
Suspension	ALAD	MDH2	0.295	0.189	0.106	0.001
Suspension	ALAD	PDXK	0.298	0.195	0.103	0.000
Suspension	ALAD	PPCDC	0.495	0.390	0.105	0.000
Suspension	ALAD	SIK3	0.279	0.163	0.116	0.000
Suspension	ALAD	TMEM189	0.294	0.169	0.125	0.000
Suspension	ALAS1	ATP1B3	0.341	0.240	0.101	0.000
Suspension	ALAS1	GSS	0.363	0.250	0.113	0.000
Suspension	ALAS1	TMEM189	0.353	0.210	0.143	0.000
Suspension	ALG12	ARHGAP45	0.272	0.156	0.116	0.000
Suspension	ALG12	HERPUD1	0.358	0.227	0.131	0.000
Suspension	ALG12	MANF	0.288	0.159	0.130	0.000
Suspension	ALG12	PRDM1	0.261	0.033	0.227	0.000
Suspension	ARHGAP45	CBFB	0.391	0.289	0.102	0.000
Suspension	ARHGAP45	GCLM	0.296	0.188	0.108	0.000
Suspension	ARHGAP45	KDM5C	0.272	0.162	0.110	0.000
Suspension	ARHGAP45	MANF	0.255	0.146	0.109	0.000
Suspension	ARHGAP45	POU2AF1	0.288	0.167	0.121	0.000
Suspension	ARHGAP45	TCF3	0.277	0.101	0.176	0.000
Suspension	ARHGAP45	ZMYND8	0.285	0.141	0.144	0.000
Suspension	ATP1B3	AZIN1	0.284	0.184	0.100	0.000
Suspension	ATP1B3	CBFB	0.371	0.267	0.104	0.000
Suspension	ATP1B3	CCND3	0.299	0.182	0.117	0.000
Suspension	ATP1B3	GCLC	0.327	0.208	0.118	0.000
Suspension	ATP1B3	GCLM	0.254	0.130	0.124	0.000
Suspension	ATP1B3	IKZF1	0.399	0.291	0.108	0.000
Suspension	ATP1B3	MED24	0.256	0.156	0.100	0.000
Suspension	ATP1B3	MYB	0.400	0.296	0.105	0.000
Suspension	ATP1B3	RUNX1	0.256	0.157	0.100	0.000
Suspension	ATP1B3	SIK3	0.293	0.178	0.115	0.000
Suspension	ATP1B3	TCF3	0.378	0.268	0.110	0.000
Suspension	ATP1B3	TMEM189	0.413	0.305	0.108	0.000
Suspension	ATP1B3	UMPS	0.370	0.261	0.109	0.000
Suspension	ATP1B3	ZMYND8	0.320	0.220	0.100	0.000
Suspension	ATP2C1	HERPUD1	0.254	0.147	0.107	0.000
Suspension	ATXN7	MEF2C	0.254	0.151	0.102	0.000
Suspension	ATXN7	POU2AF1	0.251	0.141	0.110	0.000
Suspension	BATF3	IRF4	0.328	0.191	0.137	0.000
Suspension	BCL2	CBFB	0.319	0.216	0.103	0.000
Suspension	BCL2	EBF1	0.272	0.155	0.117	0.000
Suspension	BCL2	MED13L	0.274	0.170	0.104	0.000
Suspension	BCL2	MEF2C	0.362	0.257	0.105	0.000
Suspension	BCL2	POU2AF1	0.269	0.158	0.111	0.000
Suspension	BCL2	TCF3	0.297	0.158	0.139	0.000
Suspension	BCL6	EBF1	0.270	0.157	0.113	0.000
Suspension	BCO1	IRF8	0.202	0.305	-0.103	0.000
Suspension	BRIP1	DOCK2	0.253	0.143	0.110	0.000
Suspension	BTN3A3	CCDC50	0.285	0.184	0.101	0.000
Suspension	CAD	IKZF1	0.307	0.199	0.108	0.000
Suspension	CARM1	MEF2C	0.295	0.179	0.116	0.000
Suspension	CARM1	POU2AF1	0.312	0.138	0.174	0.000
Suspension	CBFB	CMIP	0.279	0.170	0.109	0.000
Suspension	CBFB	IKZF1	0.349	0.233	0.116	0.000
Suspension	CBFB	LMO2	0.297	0.181	0.116	0.000
Suspension	CBFB	NAMPT	0.329	0.204	0.125	0.000
Suspension	CBFB	SLC5A3	0.274	0.174	0.100	0.000
Suspension	CBFB	TCF3	0.329	0.214	0.114	0.000
Suspension	CBFB	UMPS	0.320	0.210	0.111	0.000
Suspension	CBFB	ZNF592	0.266	0.151	0.115	0.000
Suspension	CCDC47	GCLC	0.292	0.185	0.107	0.000
Suspension	CCDC50	TAS2R43	0.249	0.130	0.119	0.000
Suspension	CCM2	TCF3	0.269	0.150	0.119	0.000
Suspension	CCND2	PRDM1	0.253	0.108	0.145	0.000
Suspension	CCNT1	DOCK2	0.256	0.151	0.106	0.000
Suspension	CD19	CD81	0.366	0.244	0.122	0.001
Suspension	CD19	EBF1	0.484	0.367	0.117	0.000
Suspension	CD19	SYK	0.520	0.355	0.165	0.000
Suspension	CEBPA	GFI1	0.272	0.132	0.140	0.000
Suspension	CFL1	GCLC	0.305	0.194	0.112	0.000
Suspension	CFL1	IKZF1	0.284	0.180	0.104	0.000
Suspension	CHP1	GPAT4	0.443	0.335	0.108	0.000
Suspension	CPEB4	HERPUD1	0.267	0.156	0.111	0.000
Suspension	CSF2RA	CSF2RB	0.362	0.008	0.354	0.000
Suspension	CSF2RA	JAK2	0.280	-0.101	0.381	0.000
Suspension	CSF2RA	RUNX1	0.277	0.104	0.173	0.000
Suspension	CSF2RB	JAK2	0.376	-0.005	0.381	0.000
Suspension	CSF2RB	KRT72	0.152	0.270	-0.118	0.000
Suspension	DENND4A	LRP8	0.250	0.130	0.121	0.000
Suspension	DLST	GSS	0.318	0.215	0.102	0.000
Suspension	DMXL1	EBF1	0.283	0.151	0.132	0.000
Suspension	DMXL1	FLVCR1	0.254	0.135	0.119	0.000
Suspension	DMXL1	ITSN2	0.252	0.124	0.128	0.000
Suspension	DMXL1	MEF2C	0.283	0.150	0.133	0.000
Suspension	DMXL1	NMNAT1	0.272	0.154	0.118	0.000
Suspension	DMXL1	POU2AF1	0.366	0.181	0.185	0.000
Suspension	DMXL1	PRDM1	0.290	0.148	0.142	0.000
Suspension	DMXL1	SH3GL1	0.252	0.135	0.117	0.000
Suspension	DMXL1	TCF3	0.254	0.058	0.195	0.000
Suspension	DMXL1	TTC7A	0.316	0.203	0.112	0.000
Suspension	DOCK2	EBF1	0.450	0.335	0.115	0.000
Suspension	DOCK2	ELMO1	0.300	0.200	0.100	0.000
Suspension	DOCK2	GCLC	0.317	0.198	0.120	0.000
Suspension	DOCK2	GSS	0.295	0.189	0.105	0.000
Suspension	DOCK2	NCKAP1L	0.276	0.175	0.101	0.000
Suspension	DOCK2	ODC1	0.297	0.162	0.135	0.000
Suspension	DOCK2	PAX5	0.329	0.217	0.112	0.000
Suspension	DOCK2	PPCDC	0.280	0.178	0.102	0.000
Suspension	DOCK2	RAC2	0.258	0.070	0.188	0.000
Suspension	DOCK2	SYK	0.288	0.156	0.131	0.000
Suspension	DOCK2	TPK1	0.300	0.166	0.134	0.000
Suspension	DPM2	HERPUD1	0.351	0.209	0.142	0.000
Suspension	EBF1	EXOC6	0.249	0.131	0.119	0.000
Suspension	EBF1	FNIP1	0.294	0.117	0.177	0.000
Suspension	EBF1	GCLM	0.263	0.143	0.120	0.000
Suspension	EBF1	GSS	0.257	0.148	0.108	0.000
Suspension	EBF1	LDLRAP1	0.257	0.127	0.129	0.000
Suspension	EBF1	MBNL1	0.345	0.244	0.101	0.000
Suspension	EBF1	ODC1	0.295	0.184	0.111	0.000
Suspension	EBF1	PAX5	0.635	0.518	0.117	0.000
Suspension	EBF1	PIK3CD	0.325	0.218	0.107	0.000
Suspension	EBF1	SRM	0.271	0.134	0.136	0.000
Suspension	EBF1	SYK	0.397	0.221	0.176	0.000
Suspension	EBF1	TPK1	0.373	0.257	0.116	0.000
Suspension	EBF1	TTC7A	0.322	0.195	0.127	0.000
Suspension	FAR1	GALE	0.286	0.174	0.111	0.000
Suspension	FAR1	TMEM189	0.480	0.377	0.104	0.000
Suspension	FLVCR1	ZNF592	0.261	0.106	0.156	0.000
Suspension	FNIP1	POU2AF1	0.310	0.207	0.103	0.000
Suspension	FNIP1	TCF3	0.253	0.150	0.103	0.000
Suspension	FURIN	PRDM1	0.300	0.126	0.174	0.000
Suspension	FURIN	TCF3	0.269	0.158	0.111	0.000
Suspension	GALNT9	MPL	0.149	0.254	-0.105	0.000
Suspension	GAPVD1	ITSN2	0.288	0.147	0.141	0.000
Suspension	GATA1	LDB1	0.272	0.153	0.119	0.000
Suspension	GATA1	LMO2	0.382	0.223	0.159	0.000
Suspension	GATA1	ZFPM1	0.272	0.142	0.131	0.001
Suspension	GCLC	GSS	0.549	0.441	0.108	0.000
Suspension	GCLC	IKZF1	0.445	0.338	0.107	0.000
Suspension	GCLC	MYB	0.370	0.261	0.109	0.000
Suspension	GCLC	TMEM189	0.341	0.219	0.123	0.000
Suspension	GCLM	GSS	0.413	0.300	0.113	0.000
Suspension	GCLM	IKZF1	0.308	0.180	0.128	0.000
Suspension	GCLM	IRF4	0.256	0.143	0.113	0.000
Suspension	GCLM	MBNL1	0.260	0.113	0.148	0.000
Suspension	GCLM	PPCDC	0.298	0.187	0.110	0.000
Suspension	GCLM	TMEM189	0.256	0.140	0.115	0.000
Suspension	GFI1	MED13L	0.267	0.149	0.118	0.000
Suspension	GFI1	MICU1	0.303	0.182	0.121	0.000
Suspension	GFI1	WSB1	0.256	0.102	0.154	0.000
Suspension	GFI1B	MPL	0.351	0.156	0.194	0.001
Suspension	GFI1B	ZFPM1	0.314	0.192	0.122	0.000
Suspension	GSE1	LDB1	0.254	0.153	0.101	0.000
Suspension	GSE1	LMO2	0.252	0.012	0.240	0.000
Suspension	GSE1	RUNX1	0.275	0.136	0.139	0.000
Suspension	GSS	IKZF1	0.334	0.214	0.120	0.000
Suspension	GSS	LDLRAP1	0.262	0.155	0.107	0.000
Suspension	GSS	LRP8	0.257	0.136	0.121	0.000
Suspension	GSS	MBNL1	0.352	0.230	0.123	0.000
Suspension	GSS	POU2AF1	0.253	0.141	0.111	0.000
Suspension	GSS	PPCDC	0.497	0.386	0.110	0.000
Suspension	GSS	TMEM189	0.354	0.232	0.121	0.000
Suspension	H4C7	PIP4P1	0.270	0.157	0.113	0.000
Suspension	HERPUD1	IRF4	0.351	0.213	0.138	0.000
Suspension	HERPUD1	IRS1	0.262	0.124	0.138	0.000
Suspension	HERPUD1	MANF	0.343	0.194	0.149	0.000
Suspension	HERPUD1	MEF2C	0.321	0.109	0.212	0.000
Suspension	HERPUD1	PIM2	0.397	0.205	0.191	0.000
Suspension	HERPUD1	POU2AF1	0.349	0.150	0.200	0.000
Suspension	HERPUD1	PRDM1	0.430	0.227	0.203	0.000
Suspension	HERPUD1	SMAD7	0.286	0.128	0.158	0.000
Suspension	HERPUD1	TCF3	0.359	0.152	0.206	0.000
Suspension	IKBKB	NFKB1	0.411	0.311	0.100	0.000
Suspension	IKBKB	POU2AF1	0.312	0.200	0.113	0.000
Suspension	IKBKB	PRDM1	0.263	0.130	0.133	0.000
Suspension	IKZF1	IRF4	0.479	0.368	0.111	0.000
Suspension	IKZF1	LIPT1	0.329	0.229	0.100	0.000
Suspension	IKZF1	MBNL1	0.377	0.262	0.115	0.000
Suspension	IKZF1	MED13L	0.252	0.144	0.108	0.000
Suspension	IKZF1	NAMPT	0.341	0.239	0.102	0.000
Suspension	IKZF1	NMNAT1	0.391	0.292	0.100	0.000
Suspension	IKZF1	PPCDC	0.377	0.254	0.123	0.000
Suspension	IKZF1	RFK	0.255	0.144	0.112	0.000
Suspension	IKZF1	SDHB	0.293	0.194	0.100	0.000
Suspension	IKZF1	SIK3	0.288	0.165	0.123	0.000
Suspension	IKZF1	SLC20A1	0.268	0.152	0.115	0.000
Suspension	IKZF1	TADA1	0.253	0.152	0.101	0.000
Suspension	IKZF1	TCF3	0.292	0.154	0.139	0.000
Suspension	IKZF1	UMPS	0.340	0.239	0.101	0.000
Suspension	IKZF3	POU2AF1	0.365	0.259	0.107	0.000
Suspension	IKZF3	PRDM1	0.285	0.176	0.109	0.000
Suspension	IKZF3	TCF3	0.274	0.118	0.156	0.000
Suspension	IL6ST	PRDM1	0.311	0.150	0.160	0.000
Suspension	IRF4	IRS1	0.270	0.169	0.102	0.001
Suspension	IRF4	MBD2	0.249	0.140	0.109	0.000
Suspension	IRF4	PRDM1	0.508	0.382	0.126	0.000
Suspension	IRF4	ROCK1	0.273	0.153	0.120	0.000
Suspension	IRF4	SEC14L1	0.262	0.162	0.100	0.000
Suspension	IRF4	SMAD7	0.336	0.215	0.121	0.000
Suspension	IRF4	TCF3	0.452	0.314	0.139	0.000
Suspension	IRF4	UBALD2	0.254	0.095	0.159	0.000
Suspension	IRF4	UBE2G2	0.249	0.128	0.120	0.000
Suspension	IRF4	YWHAQ	0.285	0.178	0.106	0.000
Suspension	IRS1	PRDM1	0.269	0.108	0.161	0.000
Suspension	ITPK1	MEF2C	0.258	0.099	0.160	0.000
Suspension	ITSN2	WAS	0.371	0.255	0.115	0.001
Suspension	JAK2	LMO2	0.319	0.091	0.228	0.000
Suspension	KCNC1	MPL	0.148	0.249	-0.101	0.000
Suspension	LDB1	LMO2	0.419	0.245	0.174	0.000
Suspension	LDB1	RUNX1	0.313	0.193	0.120	0.000
Suspension	LDLRAP1	LRP8	0.308	0.179	0.129	0.000
Suspension	LDLRAP1	PIK3CD	0.256	0.131	0.125	0.000
Suspension	LMO2	MYB	0.362	0.245	0.118	0.000
Suspension	LMO2	RUNX1	0.342	0.133	0.209	0.000
Suspension	LMO2	ZFPM1	0.287	0.104	0.183	0.000
Suspension	LRP8	PIK3CD	0.257	0.153	0.104	0.001
Suspension	LSM12	TCF3	0.251	0.144	0.106	0.000
Suspension	MAF	POU2AF1	0.296	0.404	-0.108	0.000
Suspension	MANF	PIM2	0.287	0.103	0.184	0.000
Suspension	MANF	POU2AF1	0.299	0.153	0.147	0.000
Suspension	MANF	TCF3	0.289	0.136	0.153	0.000
Suspension	MBD2	POU2AF1	0.250	0.134	0.116	0.000
Suspension	MBNL1	POU2AF1	0.328	0.209	0.119	0.000
Suspension	MBNL1	PPCDC	0.335	0.226	0.109	0.000
Suspension	MBNL1	TCF3	0.327	0.192	0.134	0.000
Suspension	MBNL1	UMPS	0.271	0.165	0.106	0.000
Suspension	MED13L	SIK3	0.288	0.125	0.163	0.000
Suspension	MED13L	TCF3	0.330	0.196	0.134	0.000
Suspension	MEF2C	NFKB1	0.302	0.167	0.135	0.000
Suspension	MEF2C	POU2AF1	0.433	0.319	0.114	0.000
Suspension	MEF2C	PRDM1	0.320	0.172	0.148	0.000
Suspension	MEF2C	SIK3	0.286	0.137	0.148	0.000
Suspension	MEF2C	TCF3	0.388	0.272	0.116	0.000
